action,beta_key,weblate_key,ru,translated_langs
add,ability_name_ship_clan_fire_damage,,Пиромания,15
add,ability_description_ship_clan_fire_damage,,"+{0} к урону <voffset=-0.2em><size=18><sprite name=""fire""></size></voffset> огнем",15
add,ability_name_ship_clan_poison_damage,,Змеиный яд,15
add,ability_description_ship_clan_poison_damage,,"+{0} к урону <voffset=-0.2em><size=18><sprite name=""decay""></size></voffset> ядом",15
add,ability_description_ship_clan_cannons_equipment_durability,,"+{0} к прочности пушек и других <voffset=-0.2em><size=18><sprite name=""construction""></size></voffset> конструкций, кроме щитов",15
add,ability_name_ship_clan_captain_armor,,Офицерский ром,15
add,ability_description_ship_clan_captain_armor,,+{0} к здоровью капитанов,15
add,ability_description_ship_clan_ship_hull_durability,,+{0} к прочности корпуса корабля,15
add,ability_name_ship_clan_undead_health,,Крепкие кости,15
add,ability_description_ship_clan_undead_health,,"+{0} к здоровью <voffset=-0.2em><size=18><sprite name=""undead""></size></voffset> нежити",15
add,ability_description_ship_clan_shield_durability,,+{0} к прочности щитов,15
add,ability_name_ship_clan_sailors_attack_speed,,Ритм битвы,15
add,ability_description_ship_clan_sailors_attack_speed,,"+{0} к скорости атаки <voffset=-0.2em><size=18><sprite name=""human""></size></voffset> матросов",15
add,ability_name_ship_clan_undead_attack_speed,,Быстрые кости,15
add,ability_description_ship_clan_undead_attack_speed,,"+{0} к скорости атаки <voffset=-0.2em><size=18><sprite name=""undead""></size></voffset> нежити",15
add,ability_name_ship_clan_cannon_reload_speed,,Шквал огня,15
add,ability_description_ship_clan_cannon_reload_speed,,+{0} к скорости перезарядки пушек,15
add,ability_name_ship_clan_captain_attack_speed,,Кураж,15
add,ability_description_ship_clan_captain_attack_speed,,+{0} к скорости атаки капитанов,15
add,ability_name_ship_clan_explosive_crit_damage,,Двойной заряд,15
add,ability_description_ship_clan_explosive_crit_damage,,"+{0} к критическому урону от <voffset=-0.2em><size=18><sprite name=""explosion""></size></voffset> взрывов",15
add,ability_name_ship_clan_weapon_crit_damage,,Костолом,15
add,ability_description_ship_clan_weapon_crit_damage,,"+{0} к критическому урону от <voffset=-0.2em><size=18><sprite name=""melee""></size></voffset> оружия",15
add,ability_name_ship_clan_bullet_crit_damage,,Убойный выстрел,15
add,ability_description_ship_clan_bullet_crit_damage,,"+{0} к критическому урону от <voffset=-0.2em><size=18><sprite name=""bullet""></size></voffset> пуль",15
add,ability_name_ship_clan_elemental_crit_damage,,Стихийный шторм,15
add,ability_description_ship_clan_elemental_crit_damage,,"+{0} к критическому урону от <voffset=-0.2em><size=18><sprite name=""fire""></size></voffset><voffset=-0.2em><size=18><sprite name=""ice""></size></voffset><voffset=-0.2em><size=18><sprite name=""decay""></size></voffset><voffset=-0.2em><size=18><sprite name=""lightning""></size></voffset> стихий",15
add,ability_name_ship_clan_explosive_defense,,Дублёная шкура,15
add,ability_description_ship_clan_explosive_defense,,"+{0} к защите от <voffset=-0.2em><size=18><sprite name=""explosion""></size></voffset> взрывов",15
add,ability_name_ship_clan_weapon_defense,,Закалённый ромом,15
add,ability_description_ship_clan_weapon_defense,,"+{0} к защите от <voffset=-0.2em><size=18><sprite name=""melee""></size></voffset> оружия",15
add,ability_name_ship_clan_bullet_defense,,Счастливая монета,15
add,ability_description_ship_clan_bullet_defense,,"+{0} к защите от <voffset=-0.2em><size=18><sprite name=""bullet""></size></voffset> пуль",15
add,clan_upgrade_error_upgrade_not_found,,Ветка улучшения не найдена,15
add,clan_upgrade_error_level_max_reached,,Ветка уже улучшена до максимума,15
add,clan_upgrade_error_resource_not_applicable,,Этот ресурс не требуется на текущем уровне,15
add,clan_upgrade_error_resources_not_funded,,Не все ресурсы уровня собраны,15
add,clan_upgrade_error_total_amount_reached,,Этого ресурса уже собрано достаточно,15
add,clan_upgrade_error_daily_limit_reached,,Достигнут дневной лимит транзакций по этому ресурсу,15
add,clan_upgrade_error_min_clan_level_not_reached,,Недостаточный уровень клана,15
add,clan_upgrade_error_parents_not_upgraded,,Не все предыдущие ветки улучшены,15
add,description_clans_tab_clan_shop_unavailable_hint,,Доступ к магазину открывается после вступления или создания клана,15
add,clan_level_required_hint,,Необходим {0} уровень клана,15
add,shop_reward_type_fragment,,Карточки,15
add,clan_offer_bonus_chat_message,,<color=#A5DEF4>[{0}]</color> приобрёл набор Аметистов! Забери свой бонус: ,15
add,shop_reward_type_specific_fragment,,Карточки,15
add,item_info_projectile_health,,Прочность снаряда,15
add,shop_reward_type_random_fragment,,Карточки,15
add,item_info_projectile_health_description,,Запас прочности снаряда.,15
add,description_resourse_tips_duels_rating,,description_resourse_tips_duels_rating Не заполнено.,0
add,description_resourse_tips_not_enough_duels_rating,,description_resourse_tips_not_enough_duels_rating Не заполнено.,0
add,description_resourse_tips_convoy_regular_rating,,description_resourse_tips_convoy_regular_rating Не заполнено.,0
add,description_resourse_tips_not_enough_convoy_regular_rating,,description_resourse_tips_not_enough_convoy_regular_rating Не заполнено.,0
add,description_resourse_tips_not_enough_tournament_points,,description_resourse_tips_not_enough_tournament_points Не заполнено.,0
add,description_resourse_tips_convoy_summer_rating,,description_resourse_tips_convoy_summer_rating Не заполнено.,0
add,description_resourse_tips_not_enough_convoy_summer_rating,,description_resourse_tips_not_enough_convoy_summer_rating Не заполнено.,0
add,description_resourse_tips_kraken_kill,,description_resourse_tips_kraken_kill Не заполнено.,0
add,description_resourse_tips_not_enough_kraken_kill,,description_resourse_tips_not_enough_kraken_kill Не заполнено.,0
add,description_resourse_tips_armada_movement_points,,description_resourse_tips_armada_movement_points Не заполнено.,0
add,description_resourse_tips_not_enough_battle_pass_points,,description_resourse_tips_not_enough_battle_pass_points Не заполнено.,0
add,description_resourse_tips_not_enough_bp_captain_points,,description_resourse_tips_not_enough_bp_captain_points Не заполнено.,0
add,dialog_name_territorial_wars,,Битва за пролив,15
add,dialog_name_territorial_wars_rules_subtitle,,Правила режима,15
add,chat_message_clan_member_joined,,<color=#A5DEF4>[{0}]</color> вступил в клан!,15
add,chat_message_clan_member_left,,<color=#A5DEF4>[{0}]</color> покинул клан.,15
add,chat_message_clan_member_kicked,,<color=#A5DEF4>[{0}]</color> был исключён из клана игроком <color=#68F871>[{1}]</color>,15
add,chat_message_clan_member_promoted,,<color=#68F871>[{0}]</color> повышен до офицера игроком <color=#A5DEF4>[{1}]</color>,15
add,chat_message_clan_leadership_transferred,,Лидерство клана передано от <color=#A5DEF4>[{0}]</color> к <color=#68F871>[{1}]</color>,15
add,chat_message_clan_upgrade_completed,,<color=#68F871>[{0}]</color> завершил улучшение «<color=#FFDC5F>{1}</color>».,15
add,chat_message_clan_level_up,,Клан достиг <color=#DFB934>{0} уровня</color>! Поздравляем!,15
add,button_battle_pass_novice_unlock_codex,,"Больше
наград",15
add,short_event_premium_buy_button_upper_text,,Открыть все!,15
delete,,update_1_43_info_1,"<size=14><b>Кланы</b></size>
Вступай в пиратский клан или создай собственный! Кланам уже доступен отдельный канал в чате и еженедельные награды.
Новые клановые активности будут дообавлены в ближайших обновлениях!",
delete,,update_1_43_info_2,"<size=14><b>Медик и Ремонтник</b></size>
Мы провели работу над ребалансом и улучшением Медика и Ремонтника, сделав их более эффективными на поздних этапах игры. Исправлены ветки улучшений, изменены некоторые способности. Медики теперь могут лечить капитанов, а на высоких уровнях даже нежить, хотя запас лекарств ограничен. Ремонтник теперь больше сосредоточен на своей работе, а не бое, и получил большую живучесть.",
delete,,update_1_43_info_3,"<size=14><b>Прочие изменения:</b></size>
-Энна Чёрный Феникс теперь телепортирует только врагов
-усилено влияние Снаряжения на мощность корабля
-усилен эффект Талисмана спокойствия
-у Шипов уменьшена прочность и сопротивление огню
-исправлена ошибка, когда в Битве флотилий, при использовании Святой Чаши, вместе с дружественными призраками, могли появиться и призраки врага
-исправлена ошибка восстановления матросов противника в Рейде в случае, если игрок проиграл или сдался
-улучшены эффекты выстрела пушек
-исправлена ошибка, при которой корабли наемников игнорировались в рейде
-исправлена ошибка, при которой неправильно выбирался корабль при покупке
-добавлено достижение ""Мастер алхимик"" за создание всех видов Мистического снаряжения
-различные исправления и улучшения интерфейсов и текстов",
delete,,update_1_44_info_2,"<size=14><b>Ракета</b></size>
Пополнение в арсенале! Ракета сносит слабые цели на своём пути, пока хватает прочности, а затем взрывается, нанося огромный урон по площади. Имеет ограниченный угол стрельбы, поэтому важно правильно выбрать место для установки. Но будь осторожен — при разрушении она взорвётся и устроит пожар на твоей же палубе. Открывается с 25 уровня.",
delete,,update_1_44_info_5,"<size=14><b>Изменения баланса:</b></size>
- - Уменьшен урон Большой пушки, а её открытие перенесено с 25 на 22 уровень
- Тяжёлому щиту добавлена броня от <sprite name=""explosion""></size>
- Здоровье Стрелков увеличено до 180
- Увеличена скорость перемещения Морского волка и Ассасина, уменьшена у Кока-людоеда и Скелета
- Уменьшен урон от абордажных крюков у Гарпунного Галеона и Штурмового Линкора
- Пулемёт больше не наносит повреждений корпусу корабля
- Уменьшен урон от щупалец у Чудовищного шлюпа
- Капитаны больше не прерывают атаки для использования способностей
- Воздушный охотник больше не сбивает снаряды Метателя скелетов
- Способность Поджог у Мортиры теперь создаёт несколько источников огня в радиусе взрыва",
delete,,update_text,- Битва за пролив — новое онлайн-событие!,
delete,,ShopCardPromoTapjoy,Заработай,
delete,,ShopCardPromoTapjoy2,Заработай,
