kind,lang,beta_key,weblate_key,beta_value,weblate_value,weblate_last_updated,take,rule
rename,th,dialogue_text_campaign_2_1_14_miniboss_win_4,dialog_text_campaign_2_1_14_miniboss_win_4,มาลิก้า! ขอโทษเราด้วย เรา... เรากำลังตามหาคนกินคน พวกเขาโจมตีหมู่บ้านของเราและลักพาตัวคนที่เรารัก เราคิดว่าคุณเป็นพวกเดียวกัน...,มาลิก้า! ขอโทษเราด้วย เรา... เรากำลังตามหาคนกินคน พวกเขาโจมตีหมู่บ้านของเราและลักพาตัวคนที่เรารัก เราคิดว่าคุณเป็นพวกเดียวกัน…,,weblate,cleanup
rename,id,dialogue_text_campaign_2_1_14_miniboss_win_4,dialog_text_campaign_2_1_14_miniboss_win_4,"Malika! Maafkan kami, kami... kami sedang mencari kanibal. Mereka menyerang desa kami dan menculik orang yang kami cintai. Kami mengira kamu adalah salah satu dari mereka...","Malika! Maafkan kami, kami... kami sedang mencari kanibal. Mereka menyerang desa kami dan menculik orang yang kami cintai. Kami mengira kamu adalah salah satu dari mereka…",,weblate,cleanup
rename,kr,dialogue_text_campaign_2_1_14_miniboss_win_4,dialog_text_campaign_2_1_14_miniboss_win_4,"말리카! 우리를 용서해줘, 우리는... 우리는 식인종을 찾고 있었어. 그들이 우리 마을을 공격하고 우리의 사랑하는 사람들을 납치했어. 우리는 너희가 그들 중 하나라고 생각했어...","말리카! 우리를 용서해줘, 우리는... 우리는 식인종을 찾고 있었어. 그들이 우리 마을을 공격하고 우리의 사랑하는 사람들을 납치했어. 우리는 너희가 그들 중 하나라고 생각했어…",,weblate,cleanup
rename,jp,dialogue_text_campaign_2_1_14_miniboss_win_4,dialog_text_campaign_2_1_14_miniboss_win_4,マリカ！許してくれ、私たちは...私たちは人食いを探していたんだ。彼らは私たちの村を襲い、私たちの大切な人たちを誘拐した。私たちはあなたたちがその一員だと思っていたんだ...,マリカ！許してくれ、私たちは...私たちは人食いを探していたんだ。彼らは私たちの村を襲い、私たちの大切な人たちを誘拐した。私たちはあなたたちがその一員だと思っていたんだ…,,weblate,cleanup
rename,tr,dialogue_text_campaign_2_1_14_miniboss_win_4,dialog_text_campaign_2_1_14_miniboss_win_4,"Malika! Bizi affet, biz... biz yamyamları arıyorduk. Köyümüze saldırdılar ve sevdiklerimizi kaçırdılar. Sizlerin onlardan biri olduğunu düşündük...","Malika! Bizi affet, biz... biz yamyamları arıyorduk. Köyümüze saldırdılar ve sevdiklerimizi kaçırdılar. Sizlerin onlardan biri olduğunu düşündük…",,weblate,cleanup
rename,vi,dialogue_text_campaign_2_1_14_miniboss_win_4,dialog_text_campaign_2_1_14_miniboss_win_4,"Malika! Xin tha thứ cho chúng tôi, chúng tôi... đang tìm kiếm lũ ăn thịt người. Chúng tấn công làng của chúng tôi và bắt cóc người thân của chúng tôi. Chúng tôi nghĩ các người là một trong số chúng...","Malika! Xin tha thứ cho chúng tôi, chúng tôi... đang tìm kiếm lũ ăn thịt người. Chúng tấn công làng của chúng tôi và bắt cóc người thân của chúng tôi. Chúng tôi nghĩ các người là một trong số chúng…",,weblate,cleanup
rename,nl,dialogue_text_campaign_2_1_14_miniboss_win_4,dialog_text_campaign_2_1_14_miniboss_win_4,"Malika! Vergeef ons, we... we waren op zoek naar kannibalen. Ze hebben ons dorp aangevallen en onze geliefden ontvoerd. We dachten dat jullie een van hen waren...","Malika! Vergeef ons, we... we waren op zoek naar kannibalen. Ze hebben ons dorp aangevallen en onze geliefden ontvoerd. We dachten dat jullie een van hen waren…",,weblate,cleanup
rename,fr,dialogue_text_campaign_2_1_boss_1,dialog_text_campaign_2_1_boss_1,"Malika ! Nous avions un accord, et maintenant tu viens chercher ton prince ? Ne pense pas que je te pardonnerai !","Malika ! Nous avions un accord, et maintenant tu viens chercher ton prince ? Ne pense pas que je te pardonnerai !",,weblate,cleanup
rename,fr,dialogue_text_campaign_2_1_boss_2,dialog_text_campaign_2_1_boss_2,"Hé, le grand ! Laisse les otages partir, et nous nous séparerons en paix !","Hé, le grand ! Laisse les otages partir, et nous nous séparerons en paix !",,weblate,cleanup
rename,fr,dialogue_text_campaign_2_1_boss_3,dialog_text_campaign_2_1_boss_3,"Oh, quelle noblesse ! Mais tu sais, les équipages royaux et les habitants des villages nous nourriront pendant longtemps si nous gardons les otages.","Oh, quelle noblesse ! Mais tu sais, les équipages royaux et les habitants des villages nous nourriront pendant longtemps si nous gardons les otages.",,weblate,cleanup
rename,fr,dialogue_text_campaign_2_1_boss_win_1,dialog_text_campaign_2_1_boss_win_1,"Ouvrez les cales, il est temps de libérer ces gens !","Ouvrez les cales, il est temps de libérer ces gens !",,weblate,cleanup
rename,ru,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,"Вы... вы нас спасли. Вы не представляете, что это значит для нас...","Вы… вы нас спасли. Вы не представляете, что это значит для нас…",,weblate,ru-ellipsis
rename,en,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,You... you saved us. You have no idea what this means to us...,You... you saved us. You have no idea what this means to us…,,weblate,cleanup
rename,es,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,Ustedes... nos salvaron. No tienen idea de lo que esto significa para nosotros...,Ustedes... nos salvaron. No tienen idea de lo que esto significa para nosotros…,,weblate,cleanup
rename,fr,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,Vous... vous nous avez sauvés. Vous n'avez aucune idée de ce que cela signifie pour nous...,Vous... vous nous avez sauvés. Vous n'avez aucune idée de ce que cela signifie pour nous…,,weblate,cleanup
rename,pt,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,Vocês... nos salvaram. Vocês não têm ideia do que isso significa para nós...,Vocês... nos salvaram. Vocês não têm ideia do que isso significa para nós…,,weblate,cleanup
rename,pl,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,"Wy... wy nas uratowaliście. Nie macie pojęcia, co to dla nas znaczy...","Wy... wy nas uratowaliście. Nie macie pojęcia, co to dla nas znaczy…",,weblate,cleanup
rename,de,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,"Ihr... ihr habt uns gerettet. Ihr habt keine Ahnung, was das für uns bedeutet...","Ihr... ihr habt uns gerettet. Ihr habt keine Ahnung, was das für uns bedeutet…",,weblate,cleanup
rename,it,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,Voi... ci avete salvato. Non avete idea di cosa significhi per noi...,Voi... ci avete salvato. Non avete idea di cosa significhi per noi…,,weblate,cleanup
rename,th,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,คุณ... คุณช่วยพวกเราไว้ คุณไม่มีทางรู้เลยว่ามันหมายความกับพวกเรามากแค่ไหน...,คุณ... คุณช่วยพวกเราไว้ คุณไม่มีทางรู้เลยว่ามันหมายความกับพวกเรามากแค่ไหน…,,weblate,cleanup
rename,id,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,Kalian... kalian telah menyelamatkan kami. Kalian tidak tahu betapa berarti ini bagi kami...,Kalian... kalian telah menyelamatkan kami. Kalian tidak tahu betapa berarti ini bagi kami…,,weblate,cleanup
rename,cn,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,你们... 你们救了我们。你们不知道这对我们意味着什么...,你们... 你们救了我们。你们不知道这对我们意味着什么…,,weblate,cleanup
rename,kr,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,당신들... 당신들이 우리를 구했어요. 이게 우리에게 얼마나 중요한지 모르실 거예요...,당신들... 당신들이 우리를 구했어요. 이게 우리에게 얼마나 중요한지 모르실 거예요…,,weblate,cleanup
rename,jp,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,あなたたち... あなたたちが私たちを救った。これが私たちにとってどれほど意味があるか、あなたたちにはわからないでしょう...,あなたたち... あなたたちが私たちを救った。これが私たちにとってどれほど意味があるか、あなたたちにはわからないでしょう…,,weblate,cleanup
rename,tr,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,Siz... bizi kurtardınız. Bunun bizim için ne kadar anlamlı olduğunu asla bilemezsiniz...,Siz... bizi kurtardınız. Bunun bizim için ne kadar anlamlı olduğunu asla bilemezsiniz…,,weblate,cleanup
rename,vi,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,Các người... các người đã cứu chúng tôi. Các người không biết điều này có ý nghĩa thế nào với chúng tôi...,Các người... các người đã cứu chúng tôi. Các người không biết điều này có ý nghĩa thế nào với chúng tôi…,,weblate,cleanup
rename,nl,dialogue_text_campaign_2_1_boss_win_2,dialog_text_campaign_2_1_boss_win_2,Jullie... jullie hebben ons gered. Jullie hebben geen idee wat dit voor ons betekent...,Jullie... jullie hebben ons gered. Jullie hebben geen idee wat dit voor ons betekent…,,weblate,cleanup
rename,ru,dialogue_text_campaign_2_1_boss_win_3,dialog_text_campaign_2_1_boss_win_3,"Просто делаю свою работу. Но подожди, ты... ты не из деревни, верно?","Просто делаю свою работу. Но подожди, ты… ты не из деревни, верно?",,weblate,ru-ellipsis
rename,fr,dialogue_text_campaign_2_1_boss_win_3,dialog_text_campaign_2_1_boss_win_3,"Je fais juste mon travail. Mais attends, tu... tu n'es pas du village, n'est-ce pas ?","Je fais juste mon travail. Mais attends, tu... tu n'es pas du village, n'est-ce pas ?",,weblate,cleanup
rename,ru,dialogue_text_campaign_2_1_boss_win_4,dialog_text_campaign_2_1_boss_win_4,"Я... да, я Альбрехт. Принц и наследник Короны.","Я… да, я Альбрехт. Принц и наследник Короны.",,weblate,ru-ellipsis
rename,fr,dialogue_text_campaign_2_1_boss_afterReward_1,dialog_text_campaign_2_1_boss_afterReward_1,Qu'est-ce que ce cannibale a dit ? Quel accord a-t-il avec toi ?,Qu'est-ce que ce cannibale a dit ? Quel accord a-t-il avec toi ?,,weblate,cleanup
rename,ru,dialogue_text_campaign_2_1_boss_afterReward_3,dialog_text_campaign_2_1_boss_afterReward_3,"Что же до золота... Я скажу тебе то же, что и Мунбладу. Золото - дитя земли и небес. Оно не приковано к алтарю, оно не служит новым богам.","Что же до золота… Я скажу тебе то же, что и Мунбладу. Золото - дитя земли и небес. Оно не приковано к алтарю, оно не служит новым богам.",,weblate,ru-ellipsis
rename,fr,dialogue_text_campaign_3_0_14_miniboss_2,dialog_text_campaign_3_0_14_miniboss_2,Nous n'aimons pas les invités indésirables. Sortez de nos eaux !,Nous n'aimons pas les invités indésirables. Sortez de nos eaux !,,weblate,cleanup
rename,fr,dialogue_text_campaign_3_0_14_miniboss_3,dialog_text_campaign_3_0_14_miniboss_3,J'ai juste besoin de savoir quelque chose... N'avez-vous pas entendu parler des pierres tombant du ciel ?,J'ai juste besoin de savoir quelque chose... N'avez-vous pas entendu parler des pierres tombant du ciel ?,,weblate,cleanup
rename,fr,dialogue_text_campaign_3_0_14_miniboss_4,dialog_text_campaign_3_0_14_miniboss_4,"Je me fiche de ce dont vous avez besoin. Hé, les gars ! Chassez cette racaille de pirates loin de Dunport !","Je me fiche de ce dont vous avez besoin. Hé, les gars ! Chassez cette racaille de pirates loin de Dunport !",,weblate,cleanup
rename,fr,dialogue_text_campaign_3_0_22_miniboss_1,dialog_text_campaign_3_0_22_miniboss_1,"Hé, sur le navire ! Nous cherchons votre chef. Nous avons des questions !","Hé, sur le navire ! Nous cherchons votre chef. Nous avons des questions !",,weblate,cleanup
rename,fr,dialogue_text_campaign_3_0_22_miniboss_2,dialog_text_campaign_3_0_22_miniboss_2,Nous n'avons qu'une seule réponse : partez. Vous n'êtes pas les bienvenus ici.,Nous n'avons qu'une seule réponse : partez. Vous n'êtes pas les bienvenus ici.,,weblate,cleanup
rename,fr,dialogue_text_campaign_3_0_22_miniboss_win_1,dialog_text_campaign_3_0_22_miniboss_win_1,"Nous n'avons pas besoin de problèmes, seulement des réponses à nos questions. Où pouvons-nous trouver votre chef ?","Nous n'avons pas besoin de problèmes, seulement des réponses à nos questions. Où pouvons-nous trouver votre chef ?",,weblate,cleanup
rename,fr,dialogue_text_campaign_3_0_22_miniboss_win_2,dialog_text_campaign_3_0_22_miniboss_win_2,Sacrés pirates ! Mettez le cap au sud et vous le trouverez. J'espère qu'il vous donnera une bonne raclée !,Sacrés pirates ! Mettez le cap au sud et vous le trouverez. J'espère qu'il vous donnera une bonne raclée !,,weblate,cleanup
rename,fr,dialogue_text_campaign_3_0_boss_1,dialog_text_campaign_3_0_boss_1,"Hé les gars ! Comment ça se passe, la pêche ?","Hé les gars ! Comment ça se passe, la pêche ?",,weblate,cleanup
rename,fr,dialogue_text_campaign_3_0_boss_4,dialog_text_campaign_3_0_boss_4,"Quoi, je devrais juste te le dire ? Équipage, à l'attaque !","Quoi, je devrais juste te le dire ? Équipage, à l'attaque !",,weblate,cleanup
rename,fr,dialogue_text_campaign_3_0_boss_win_1,dialog_text_campaign_3_0_boss_win_1,"Arrêtez ! Assez ! Plus de sang. Je vous dirai tout ce que je sais. Mais après cela, vous nous laisserez tranquilles.","Arrêtez ! Assez ! Plus de sang. Je vous dirai tout ce que je sais. Mais après cela, vous nous laisserez tranquilles.",,weblate,cleanup
rename,fr,dialogue_text_campaign_3_1_region_4,dialog_text_campaign_3_1_region_4,"Des gens comme moi ? Donc, je ne suis pas la première à te demander cela ?","Des gens comme moi ? Donc, je ne suis pas la première à te demander cela ?",,weblate,cleanup
rename,ru,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Еще одно дыхание жизни, еще одна душа, скованная цепями вечного страха...","Еще одно дыхание жизни, еще одна душа, скованная цепями вечного страха…",,weblate,ru-ellipsis
rename,en,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Another breath of life, another soul bound by the chains of eternal fear...","Another breath of life, another soul bound by the chains of eternal fear…",,weblate,cleanup
rename,es,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Otro aliento de vida, otra alma encadenada por las cadenas del miedo eterno...","Otro aliento de vida, otra alma encadenada por las cadenas del miedo eterno…",,weblate,cleanup
rename,fr,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Un autre souffle de vie, une autre âme liée par les chaînes de la peur éternelle...","Un autre souffle de vie, une autre âme liée par les chaînes de la peur éternelle…",,weblate,cleanup
rename,pt,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Mais um suspiro de vida, outra alma presa pelas correntes do medo eterno...","Mais um suspiro de vida, outra alma presa pelas correntes do medo eterno…",,weblate,cleanup
rename,pl,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Kolejny oddech życia, kolejna dusza skrępowana łańcuchami wiecznego strachu...","Kolejny oddech życia, kolejna dusza skrępowana łańcuchami wiecznego strachu…",,weblate,cleanup
rename,de,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Ein weiterer Atemzug des Lebens, eine weitere Seele, die von den Ketten der ewigen Angst gefesselt ist...","Ein weiterer Atemzug des Lebens, eine weitere Seele, die von den Ketten der ewigen Angst gefesselt ist…",,weblate,cleanup
rename,it,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Un altro respiro di vita, un'altra anima legata dalle catene della paura eterna...","Un altro respiro di vita, un'altra anima legata dalle catene della paura eterna…",,weblate,cleanup
rename,th,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"ลมหายใจแห่งชีวิตอีกหนึ่งครั้ง, วิญญาณอีกหนึ่งดวงที่ถูกตรึงด้วยโซ่แห่งความกลัวนิรันดร์...","ลมหายใจแห่งชีวิตอีกหนึ่งครั้ง, วิญญาณอีกหนึ่งดวงที่ถูกตรึงด้วยโซ่แห่งความกลัวนิรันดร์…",,weblate,cleanup
rename,id,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Satu napas kehidupan lagi, satu jiwa lagi yang terikat oleh rantai ketakutan abadi...","Satu napas kehidupan lagi, satu jiwa lagi yang terikat oleh rantai ketakutan abadi…",,weblate,cleanup
rename,kr,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"또 다른 삶의 숨결, 또 다른 영혼이 영원의 두려움의 사슬에 묶여 있다...","또 다른 삶의 숨결, 또 다른 영혼이 영원의 두려움의 사슬에 묶여 있다…",,weblate,cleanup
rename,jp,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,もう一息の命、永遠の恐怖の鎖に縛られたもう一つの魂...,もう一息の命、永遠の恐怖の鎖に縛られたもう一つの魂…,,weblate,cleanup
rename,tr,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Bir nefes hayat daha, sonsuz korkunun zincirleriyle bağlı bir başka ruh...","Bir nefes hayat daha, sonsuz korkunun zincirleriyle bağlı bir başka ruh…",,weblate,cleanup
rename,vi,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Một hơi thở sự sống nữa, một linh hồn nữa bị xiềng xích bởi sợ hãi vĩnh cửu...","Một hơi thở sự sống nữa, một linh hồn nữa bị xiềng xích bởi sợ hãi vĩnh cửu…",,weblate,cleanup
rename,nl,dialogue_text_campaign_3_1_6_miniboss_1,dialog_text_campaign_3_1_6_miniboss_1,"Nog een adem van leven, nog een ziel gebonden door de ketenen van eeuwige angst...","Nog een adem van leven, nog een ziel gebonden door de ketenen van eeuwige angst…",,weblate,cleanup
rename,ru,dialogue_text_campaign_3_1_6_miniboss_2,dialog_text_campaign_3_1_6_miniboss_2,Ты... Ты кто такой?,Ты… Ты кто такой?,,weblate,ru-ellipsis
rename,fr,dialogue_text_campaign_3_1_6_miniboss_2,dialog_text_campaign_3_1_6_miniboss_2,Qui... Qui es-tu ?,Qui... Qui es-tu ?,,weblate,cleanup
rename,fr,dialogue_text_campaign_3_1_6_miniboss_4,dialog_text_campaign_3_1_6_miniboss_4,Un serviteur ? De quel serviteur s'agit-il ?,Un serviteur ? De quel serviteur s'agit-il ?,,weblate,cleanup
rename,ru,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,Я получил свой дар. Я поделюсь им с миром... И все затонет в тишине вечной смерти...,Я получил свой дар. Я поделюсь им с миром… И все затонет в тишине вечной смерти…,,weblate,ru-ellipsis
rename,en,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,I have received my gift. I will share it with the world... And everything will sink into the silence of eternal death...,I have received my gift. I will share it with the world... And everything will sink into the silence of eternal death…,,weblate,cleanup
rename,es,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,He recibido mi don. Lo compartiré con el mundo... Y todo se hundirá en el silencio de la muerte eterna...,He recibido mi don. Lo compartiré con el mundo... Y todo se hundirá en el silencio de la muerte eterna…,,weblate,cleanup
rename,fr,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,J'ai reçu mon don. Je le partagerai avec le monde... Et tout sombrera dans le silence de la mort éternelle...,J'ai reçu mon don. Je le partagerai avec le monde... Et tout sombrera dans le silence de la mort éternelle…,,weblate,cleanup
rename,pt,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,Eu recebi meu presente. Vou compartilhá-lo com o mundo... E tudo afundará no silêncio da morte eterna...,Eu recebi meu presente. Vou compartilhá-lo com o mundo... E tudo afundará no silêncio da morte eterna…,,weblate,cleanup
rename,pl,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,Otrzymałem swój dar. Podzielę się nim ze światem... A wszystko zatonie w ciszy wiecznej śmierci...,Otrzymałem swój dar. Podzielę się nim ze światem... A wszystko zatonie w ciszy wiecznej śmierci…,,weblate,cleanup
rename,de,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,Ich habe mein Geschenk erhalten. Ich werde es mit der Welt teilen... Und alles wird im Schweigen des ewigen Todes versinken...,Ich habe mein Geschenk erhalten. Ich werde es mit der Welt teilen... Und alles wird im Schweigen des ewigen Todes versinken…,,weblate,cleanup
rename,it,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,Ho ricevuto il mio dono. Lo condividerò con il mondo... E tutto affonderà nel silenzio della morte eterna...,Ho ricevuto il mio dono. Lo condividerò con il mondo... E tutto affonderà nel silenzio della morte eterna…,,weblate,cleanup
rename,th,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,ฉันได้รับของขวัญของฉันแล้ว ฉันจะแบ่งปันมันกับโลก... และทุกสิ่งจะจมลงในความเงียบของความตายอันเป็นนิรันดร์...,ฉันได้รับของขวัญของฉันแล้ว ฉันจะแบ่งปันมันกับโลก... และทุกสิ่งจะจมลงในความเงียบของความตายอันเป็นนิรันดร์…,,weblate,cleanup
rename,id,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,Saya telah menerima hadiah saya. Saya akan membagikannya dengan dunia... Dan semuanya akan tenggelam dalam keheningan kematian abadi...,Saya telah menerima hadiah saya. Saya akan membagikannya dengan dunia... Dan semuanya akan tenggelam dalam keheningan kematian abadi…,,weblate,cleanup
rename,cn,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,我得到了我的礼物。我将与世界分享... 一切都将沉没在永恒死亡的寂静中...,我得到了我的礼物。我将与世界分享... 一切都将沉没在永恒死亡的寂静中…,,weblate,cleanup
rename,kr,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,나는 내 선물을 받았다. 나는 그것을 세상과 나눌 것이다... 그리고 모든 것은 영원한 죽음의 침묵 속에 가라앉을 것이다...,나는 내 선물을 받았다. 나는 그것을 세상과 나눌 것이다... 그리고 모든 것은 영원한 죽음의 침묵 속에 가라앉을 것이다…,,weblate,cleanup
rename,tr,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,Hediyemi aldım. Bunu dünyayla paylaşacağım... Ve her şey sonsuz ölümün sessizliğine batacak...,Hediyemi aldım. Bunu dünyayla paylaşacağım... Ve her şey sonsuz ölümün sessizliğine batacak…,,weblate,cleanup
rename,vi,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,Ta đã nhận được món quà của mình. Ta sẽ chia sẻ nó với thế gian... Và tất cả sẽ chìm vào sự im lặng của cái chết vĩnh hằng...,Ta đã nhận được món quà của mình. Ta sẽ chia sẻ nó với thế gian... Và tất cả sẽ chìm vào sự im lặng của cái chết vĩnh hằng…,,weblate,cleanup
rename,nl,dialogue_text_campaign_3_1_6_miniboss_5,dialog_text_campaign_3_1_6_miniboss_5,Ik heb mijn geschenk ontvangen. Ik zal het met de wereld delen... En alles zal zinken in de stilte van de eeuwige dood...,Ik heb mijn geschenk ontvangen. Ik zal het met de wereld delen... En alles zal zinken in de stilte van de eeuwige dood…,,weblate,cleanup
rename,fr,dialogue_text_campaign_3_1_6_miniboss_win_1,dialog_text_campaign_3_1_6_miniboss_win_1,"Le sens-tu, toi aussi ? Leur regard glacial venu des profondeurs...","Le sens-tu, toi aussi ? Leur regard glacial venu des profondeurs...",,weblate,cleanup
rename,cn,dialogue_text_campaign_3_1_6_miniboss_win_1,dialog_text_campaign_3_1_6_miniboss_win_1,你也感觉到了吗？来自深渊的冰冷凝视……,你也感觉到了吗？来自深渊的冰冷凝视。,2026-08-16T07:19,beta,review
rename,jp,dialogue_text_campaign_3_1_6_miniboss_win_1,dialog_text_campaign_3_1_6_miniboss_win_1,お前も感じるか？深淵からの、奴らの氷のような視線を…,お前も感じるか？深淵からの、奴らの氷のような視線を。,2026-08-16T07:19,beta,review
rename,ru,dialogue_text_campaign_3_1_6_miniboss_win_2,dialog_text_campaign_3_1_6_miniboss_win_2,Твои слова... они... они безумны.,Твои слова… они… они безумны.,,weblate,ru-ellipsis
rename,ru,dialogue_text_campaign_3_1_6_miniboss_win_3,dialog_text_campaign_3_1_6_miniboss_win_3,"Безумие? Нет, это прозрение. Смерть... это единственное спасение.","Безумие? Нет, это прозрение. Смерть… это единственное спасение.",,weblate,ru-ellipsis
rename,fr,dialogue_text_campaign_3_1_6_miniboss_win_3,dialog_text_campaign_3_1_6_miniboss_win_3,"Folie ? Non, c'est l'illumination. La mort... est le seul salut.","Folie ? Non, c'est l'illumination. La mort... est le seul salut.",,weblate,cleanup
rename,pt,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,Eu... Vamos apenas sair daqui...,Eu... Vamos apenas sair daqui…,,weblate,cleanup
rename,pl,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,Ja... Po prostu stąd chodźmy...,Ja... Po prostu stąd chodźmy…,,weblate,cleanup
rename,de,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,Ich... Lass uns einfach von hier verschwinden...,Ich... Lass uns einfach von hier verschwinden…,,weblate,cleanup
rename,it,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,Io... Andiamo via da qui...,Io... Andiamo via da qui…,,weblate,cleanup
rename,th,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,ฉัน... ไปจากที่นี่กันเถอะ...,ฉัน... ไปจากที่นี่กันเถอะ…,,weblate,cleanup
rename,id,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,Aku... Ayo kita pergi dari sini...,Aku... Ayo kita pergi dari sini…,,weblate,cleanup
rename,cn,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,我... 我们还是离开这里吧...,我... 我们还是离开这里吧…,,weblate,cleanup
rename,kr,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,난... 그냥 여기서 나가자...,난... 그냥 여기서 나가자…,,weblate,cleanup
rename,jp,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,僕は...とにかくここから立ち去ろう...,僕は...とにかくここから立ち去ろう…,,weblate,cleanup
rename,tr,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,Ben... Hadi buradan gidelim...,Ben... Hadi buradan gidelim…,,weblate,cleanup
rename,vi,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,Ta... Hãy rời khỏi nơi này thôi...,Ta... Hãy rời khỏi nơi này thôi…,,weblate,cleanup
rename,nl,dialogue_text_campaign_3_1_6_miniboss_win_4,dialog_text_campaign_3_1_6_miniboss_win_4,Ik... Laten we hier gewoon weg gaan...,Ik... Laten we hier gewoon weg gaan…,,weblate,cleanup
